word_id,word,word_length,possible_answer
317,ancle,5,1
318,ancon,5,1
319,andro,5,1
320,anear,5,1
321,anele,5,1
322,anent,5,1
323,angas,5,1
324,anglo,5,1
325,anigh,5,1
326,anile,5,1
327,anils,5,1
328,anima,5,1
329,animi,5,1
330,anion,5,1
331,anise,5,1
332,anker,5,1
333,ankhs,5,1
334,ankus,5,1
335,anlas,5,1
336,annal,5,1
337,annas,5,1
338,annat,5,1
339,anoas,5,1
340,anole,5,1
341,anomy,5,1
342,ansae,5,1
343,antae,5,1
344,antar,5,1
345,antas,5,1
346,anted,5,1
347,antes,5,1
348,antis,5,1
349,antra,5,1
350,antre,5,1
351,antsy,5,1
352,anura,5,1
353,anyon,5,1
354,apace,5,1
355,apage,5,1
356,apaid,5,1
357,apayd,5,1
358,apays,5,1
359,apeak,5,1
360,apeek,5,1
361,apers,5,1
362,apert,5,1
363,apery,5,1
364,apgar,5,1
365,aphis,5,1
366,apian,5,1
367,apiol,5,1
368,apish,5,1
369,apism,5,1
370,apode,5,1
371,apods,5,1
372,apoop,5,1
373,aport,5,1
374,appal,5,1
375,appay,5,1
376,appel,5,1
377,appro,5,1
378,appui,5,1
379,appuy,5,1
380,apres,5,1
381,apses,5,1
382,apsis,5,1
383,apsos,5,1
384,apted,5,1
385,apter,5,1
386,aquae,5,1
387,aquas,5,1
388,araba,5,1
389,araks,5,1
390,arame,5,1
391,arars,5,1
392,arbas,5,1
393,arced,5,1
394,archi,5,1
395,arcos,5,1
396,arcus,5,1
397,ardeb,5,1
398,ardri,5,1
399,aread,5,1
400,areae,5,1
401,areal,5,1
402,arear,5,1
403,areas,5,1
404,areca,5,1
405,aredd,5,1
406,arede,5,1
407,arefy,5,1
408,areic,5,1
409,arene,5,1
410,arepa,5,1
411,arere,5,1
412,arete,5,1
413,arets,5,1
414,arett,5,1
415,argal,5,1
416,argan,5,1
417,argil,5,1
418,argle,5,1
419,argol,5,1
420,argon,5,1
421,argot,5,1
422,argus,5,1
423,arhat,5,1
424,arias,5,1
425,ariel,5,1
426,ariki,5,1
427,arils,5,1
428,ariot,5,1
429,arish,5,1
430,arked,5,1
431,arled,5,1
432,arles,5,1
433,armed,5,1
434,armer,5,1
435,armet,5,1
436,armil,5,1
437,arnas,5,1
438,arnut,5,1
439,aroba,5,1
440,aroha,5,1
441,aroid,5,1
442,arpas,5,1
443,arpen,5,1
444,arrah,5,1
445,arras,5,1
446,arret,5,1
447,arris,5,1
448,arroz,5,1
449,arsed,5,1
450,arses,5,1
451,arsey,5,1
452,arsis,5,1
453,artal,5,1
454,artel,5,1
455,artic,5,1
456,artis,5,1
457,aruhe,5,1
458,arums,5,1
459,arval,5,1
460,arvee,5,1
461,arvos,5,1
462,aryls,5,1
463,asana,5,1
464,ascon,5,1
465,ascus,5,1
466,asdic,5,1
467,ashed,5,1
468,ashes,5,1
469,ashet,5,1
470,asked,5,1
471,asker,5,1
472,askoi,5,1
473,askos,5,1
474,aspen,5,1
475,asper,5,1
476,aspic,5,1
477,aspie,5,1
478,aspis,5,1
479,aspro,5,1
480,assai,5,1
481,assam,5,1
482,asses,5,1
483,assez,5,1
484,assot,5,1
485,aster,5,1
486,astir,5,1
487,astun,5,1
488,asura,5,1
489,asway,5,1
490,aswim,5,1
491,asyla,5,1
492,ataps,5,1
493,ataxy,5,1
494,atigi,5,1
495,atilt,5,1
496,atimy,5,1
497,atlas,5,1
498,atman,5,1
499,atmas,5,1
500,atmos,5,1
501,atocs,5,1
502,atoke,5,1
503,atoks,5,1
504,atoms,5,1
505,atomy,5,1
506,atony,5,1
507,atopy,5,1
508,atria,5,1
509,atrip,5,1
510,attap,5,1
511,attar,5,1
512,atuas,5,1
513,audad,5,1
514,auger,5,1
515,aught,5,1
516,aulas,5,1
517,aulic,5,1
518,auloi,5,1
519,aulos,5,1
520,aumil,5,1
521,aunes,5,1
522,aunts,5,1
523,aurae,5,1
524,aural,5,1
525,aurar,5,1
526,auras,5,1
527,aurei,5,1
528,aures,5,1
529,auric,5,1
530,auris,5,1
531,aurum,5,1
532,autos,5,1
533,auxin,5,1
534,avale,5,1
535,avant,5,1
536,avast,5,1
537,avels,5,1
538,avens,5,1
539,avers,5,1
540,avgas,5,1
541,avine,5,1
542,avion,5,1
543,avise,5,1
544,aviso,5,1
545,avize,5,1
546,avows,5,1
547,avyze,5,1
548,awarn,5,1
549,awato,5,1
550,awave,5,1
551,aways,5,1
552,awdls,5,1
553,aweel,5,1
554,aweto,5,1
555,awing,5,1
556,awmry,5,1
557,awned,5,1
558,awner,5,1
559,awols,5,1
560,awork,5,1
561,axels,5,1
562,axile,5,1
563,axils,5,1
564,axing,5,1
565,axite,5,1
566,axled,5,1
567,axles,5,1
568,axman,5,1
569,axmen,5,1
570,axoid,5,1
571,axone,5,1
572,axons,5,1
573,ayahs,5,1
574,ayaya,5,1
575,ayelp,5,1
576,aygre,5,1
577,ayins,5,1
578,ayont,5,1
579,ayres,5,1
580,ayrie,5,1
581,azans,5,1
582,azide,5,1
583,azido,5,1
584,azine,5,1
585,azlon,5,1
586,azoic,5,1
587,azole,5,1
588,azons,5,1
589,azote,5,1
590,azoth,5,1
591,azuki,5,1
592,azurn,5,1
593,azury,5,1
594,azygy,5,1
595,azyme,5,1
596,azyms,5,1
597,baaed,5,1
598,baals,5,1
599,babas,5,1
600,babel,5,1
601,babes,5,1
602,babka,5,1
603,baboo,5,1
604,babul,5,1
605,babus,5,1
606,bacca,5,1
607,bacco,5,1
608,baccy,5,1
609,bacha,5,1
610,bachs,5,1
611,backs,5,1
612,baddy,5,1
613,baels,5,1
614,baffs,5,1
615,baffy,5,1
616,bafts,5,1
617,baghs,5,1
618,bagie,5,1
619,bahts,5,1
620,bahus,5,1
621,bahut,5,1
622,bails,5,1
623,bairn,5,1
624,baisa,5,1
625,baith,5,1
626,baits,5,1
627,baiza,5,1
628,baize,5,1
629,bajan,5,1
630,bajra,5,1
631,bajri,5,1
632,bajus,5,1
633,baked,5,1
634,baken,5,1
635,bakes,5,1
636,bakra,5,1
637,balas,5,1
638,balds,5,1
639,baldy,5,1
640,baled,5,1
641,bales,5,1
642,balks,5,1
643,balky,5,1
644,balls,5,1
645,bally,5,1
646,balms,5,1
647,baloo,5,1
648,balsa,5,1
649,balti,5,1
650,balun,5,1
651,balus,5,1
652,bambi,5,1
653,banak,5,1
654,banco,5,1
655,bancs,5,1
656,banda,5,1
657,bandh,5,1
658,bands,5,1
659,bandy,5,1
660,baned,5,1
661,banes,5,1
662,bangs,5,1
663,bania,5,1
664,banks,5,1
665,banns,5,1
666,bants,5,1
667,bantu,5,1
668,banty,5,1
669,banya,5,1
670,bapus,5,1
671,barbe,5,1
672,barbs,5,1
673,barby,5,1
674,barca,5,1
675,barde,5,1
676,bardo,5,1
677,bards,5,1
678,bardy,5,1
679,bared,5,1
680,barer,5,1
681,bares,5,1
682,barfi,5,1
683,barfs,5,1
684,baric,5,1
685,barks,5,1
686,barky,5,1
687,barms,5,1
688,barmy,5,1
689,barns,5,1
690,barny,5,1
691,barps,5,1
692,barra,5,1
693,barre,5,1
694,barro,5,1
695,barry,5,1
696,barye,5,1
697,basan,5,1
698,based,5,1
699,basen,5,1
700,baser,5,1
701,bases,5,1
702,basho,5,1
703,basij,5,1
704,basks,5,1
705,bason,5,1
706,basse,5,1
707,bassi,5,1
708,basso,5,1
709,bassy,5,1
710,basta,5,1
711,basti,5,1
712,basto,5,1
713,basts,5,1
714,bated,5,1
715,bates,5,1
716,baths,5,1
717,batik,5,1
718,batta,5,1
719,batts,5,1
720,battu,5,1
721,bauds,5,1
722,bauks,5,1
723,baulk,5,1
724,baurs,5,1
725,bavin,5,1
726,bawds,5,1
727,bawks,5,1
728,bawls,5,1
729,bawns,5,1
730,bawrs,5,1
731,bawty,5,1
732,bayed,5,1
733,bayer,5,1
734,bayes,5,1
735,bayle,5,1
736,bayts,5,1
737,bazar,5,1
738,bazoo,5,1
739,beads,5,1
740,beaks,5,1
741,beaky,5,1
742,beals,5,1
743,beams,5,1
744,beamy,5,1
745,beano,5,1
746,beans,5,1
747,beany,5,1
748,beare,5,1
749,bears,5,1
750,beath,5,1
751,beats,5,1
752,beaty,5,1
753,beaus,5,1
754,beaut,5,1
755,beaux,5,1
756,bebop,5,1
757,becap,5,1
758,becke,5,1
759,becks,5,1
760,bedad,5,1
761,bedel,5,1
762,bedes,5,1
763,bedew,5,1
764,bedim,5,1
765,bedye,5,1
766,beedi,5,1
767,beefs,5,1
768,beeps,5,1
769,beers,5,1
770,beery,5,1
771,beets,5,1
772,befog,5,1
773,begad,5,1
774,begar,5,1
775,begem,5,1
776,begot,5,1
777,begum,5,1
778,beige,5,1
779,beigy,5,1
780,beins,5,1
781,bekah,5,1
782,belah,5,1
783,belar,5,1
784,belay,5,1
785,belee,5,1
786,belga,5,1
787,bells,5,1
788,belon,5,1
789,belts,5,1
790,bemad,5,1
791,bemas,5,1
792,bemix,5,1
793,bemud,5,1
794,bends,5,1
795,bendy,5,1
796,benes,5,1
797,benet,5,1
798,benga,5,1
799,benis,5,1
800,benne,5,1
801,benni,5,1
802,benny,5,1
803,bento,5,1
804,bents,5,1
805,benty,5,1
806,bepat,5,1
807,beray,5,1
808,beres,5,1
809,bergs,5,1
810,berko,5,1
811,berks,5,1
812,berme,5,1
813,berms,5,1
814,berob,5,1
815,beryl,5,1
816,besat,5,1
817,besaw,5,1
818,besee,5,1
819,beses,5,1
820,besit,5,1
821,besom,5,1
822,besot,5,1
823,besti,5,1
824,bests,5,1
825,betas,5,1
826,beted,5,1
827,betes,5,1
828,beths,5,1
829,betid,5,1
830,beton,5,1
831,betta,5,1
832,betty,5,1
833,bever,5,1
834,bevor,5,1
835,bevue,5,1
836,bevvy,5,1
837,bewet,5,1
838,bewig,5,1
839,bezes,5,1
840,bezil,5,1
841,bezzy,5,1
842,bhais,5,1
843,bhaji,5,1
844,bhang,5,1
845,bhats,5,1
846,bhels,5,1
847,bhoot,5,1
848,bhuna,5,1
849,bhuts,5,1
850,biach,5,1
851,biali,5,1
852,bialy,5,1
853,bibbs,5,1
854,bibes,5,1
855,biccy,5,1
856,bices,5,1
857,bided,5,1
858,bider,5,1
859,bides,5,1
860,bidet,5,1
861,bidis,5,1
862,bidon,5,1
863,bield,5,1
864,biers,5,1
865,biffo,5,1
866,biffs,5,1
867,biffy,5,1
868,bifid,5,1
869,bigae,5,1
870,biggs,5,1
871,biggy,5,1
872,bigha,5,1
873,bight,5,1
874,bigly,5,1
875,bigos,5,1
876,bijou,5,1
877,biked,5,1
878,biker,5,1
879,bikes,5,1
880,bikie,5,1
881,bilbo,5,1
882,bilby,5,1
883,biled,5,1
884,biles,5,1
885,bilgy,5,1
886,bilks,5,1
887,bills,5,1
888,bimah,5,1
889,bimas,5,1
890,bimbo,5,1
891,binal,5,1
892,bindi,5,1
893,binds,5,1
894,biner,5,1
895,bines,5,1
896,bings,5,1
897,bingy,5,1
898,binit,5,1
899,binks,5,1
900,bints,5,1
901,biogs,5,1
902,biont,5,1
903,biota,5,1
904,biped,5,1
905,bipod,5,1
906,birds,5,1
907,birks,5,1
908,birle,5,1
909,birls,5,1
910,biros,5,1
911,birrs,5,1
912,birse,5,1
913,birsy,5,1
914,bises,5,1
915,bisks,5,1
916,bisom,5,1
917,bitch,5,1
918,biter,5,1
919,bites,5,1
920,bitos,5,1
921,bitou,5,1
922,bitsy,5,1
923,bitte,5,1
924,bitts,5,1
925,bivia,5,1
926,bivvy,5,1
927,bizes,5,1
928,bizzo,5,1
929,bizzy,5,1
930,blabs,5,1
931,blads,5,1
932,blady,5,1
933,blaer,5,1
934,blaes,5,1
935,blaff,5,1
936,blags,5,1
937,blahs,5,1
938,blain,5,1
939,blams,5,1
940,blart,5,1
941,blase,5,1
942,blash,5,1
943,blate,5,1
944,blats,5,1
945,blatt,5,1
946,blaud,5,1
947,blawn,5,1
948,blaws,5,1
949,blays,5,1
950,blear,5,1
951,blebs,5,1
952,blech,5,1
953,blees,5,1
954,blent,5,1
955,blert,5,1
956,blest,5,1
957,blets,5,1
958,bleys,5,1
959,blimy,5,1
960,bling,5,1
961,blini,5,1
962,blins,5,1
963,bliny,5,1
964,blips,5,1
965,blist,5,1
966,blite,5,1
967,blits,5,1
968,blive,5,1
969,blobs,5,1
970,blocs,5,1
971,blogs,5,1
972,blook,5,1
973,bloop,5,1
974,blore,5,1
975,blots,5,1
976,blows,5,1
977,blowy,5,1
978,blubs,5,1
979,blude,5,1
980,bluds,5,1
981,bludy,5,1
982,blued,5,1
983,blues,5,1
984,bluet,5,1
985,bluey,5,1
986,bluid,5,1
987,blume,5,1
988,blunk,5,1
989,blurs,5,1
990,blype,5,1
991,boabs,5,1
992,boaks,5,1
993,boars,5,1
994,boart,5,1
995,boats,5,1
996,bobac,5,1
997,bobak,5,1
998,bobas,5,1
999,bobol,5,1
1000,bobos,5,1
1001,bocca,5,1
1002,bocce,5,1
1003,bocci,5,1
1004,boche,5,1
1005,bocks,5,1
1006,boded,5,1
1007,bodes,5,1
1008,bodge,5,1
1009,bodhi,5,1
1010,bodle,5,1
1011,boeps,5,1
1012,boets,5,1
1013,boeuf,5,1
1014,boffo,5,1
1015,boffs,5,1
1016,bogan,5,1
1017,bogey,5,1
1018,boggy,5,1
1019,bogie,5,1
1020,bogle,5,1
1021,bogue,5,1
1022,bogus,5,1
1023,bohea,5,1
1024,bohos,5,1
1025,boils,5,1
1026,boing,5,1
1027,boink,5,1
1028,boite,5,1
1029,boked,5,1
1030,bokeh,5,1
1031,bokes,5,1
1032,bokos,5,1
1033,bolar,5,1
1034,bolas,5,1
1035,bolds,5,1
1036,boles,5,1
1037,bolix,5,1
1038,bolls,5,1
1039,bolos,5,1
1040,bolts,5,1
1041,bolus,5,1
1042,bomas,5,1
1043,bombe,5,1
1044,bombo,5,1
1045,bombs,5,1
1046,bonce,5,1
1047,bonds,5,1
1048,boned,5,1
1049,boner,5,1
1050,bones,5,1
1051,bongs,5,1
1052,bonie,5,1
1053,bonks,5,1
1054,bonne,5,1
1055,bonny,5,1
1056,bonza,5,1
1057,bonze,5,1
1058,booai,5,1
1059,booay,5,1
1060,boobs,5,1
1061,boody,5,1
1062,booed,5,1
1063,boofy,5,1
1064,boogy,5,1
1065,boohs,5,1
1066,books,5,1
1067,booky,5,1
1068,bools,5,1
1069,booms,5,1
1070,boomy,5,1
1071,boong,5,1
1072,boons,5,1
1073,boord,5,1
1074,boors,5,1
1075,boose,5,1
1076,boots,5,1
1077,boppy,5,1
1078,borak,5,1
1079,boral,5,1
1080,boras,5,1
1081,borde,5,1
1082,bords,5,1
1083,bored,5,1
1084,boree,5,1
1085,borel,5,1
1086,borer,5,1
1087,bores,5,1
1088,borgo,5,1
1089,boric,5,1
1090,borks,5,1
1091,borms,5,1
1092,borna,5,1
1093,boron,5,1
1094,borts,5,1
1095,borty,5,1
1096,bortz,5,1
1097,bosie,5,1
1098,bosks,5,1
1099,bosky,5,1
1100,boson,5,1
1101,bosun,5,1
1102,botas,5,1
1103,botel,5,1
1104,botes,5,1
1105,bothy,5,1
1106,botte,5,1
1107,botts,5,1
1108,botty,5,1
1109,bouge,5,1
1110,bouks,5,1
1111,boult,5,1
1112,bouns,5,1
1113,bourd,5,1
1114,bourg,5,1
1115,bourn,5,1
1116,bouse,5,1
1117,bousy,5,1
1118,bouts,5,1
1119,bovid,5,1
1120,bowat,5,1
1121,bowed,5,1
1122,bower,5,1
1123,bowes,5,1
1124,bowet,5,1
1125,bowie,5,1
1126,bowls,5,1
1127,bowne,5,1
1128,bowrs,5,1
1129,bowse,5,1
1130,boxed,5,1
1131,boxen,5,1
1132,boxes,5,1
1133,boxla,5,1
1134,boxty,5,1
1135,boyar,5,1
1136,boyau,5,1
1137,boyed,5,1
1138,boyfs,5,1
1139,boygs,5,1
1140,boyla,5,1
1141,boyos,5,1
1142,boysy,5,1
1143,bozos,5,1
1144,braai,5,1
1145,brach,5,1
1146,brack,5,1
1147,bract,5,1
1148,brads,5,1
1149,braes,5,1
1150,brags,5,1
1151,brail,5,1
1152,braks,5,1
1153,braky,5,1
1154,brame,5,1
1155,brane,5,1
1156,brank,5,1
1157,brans,5,1
1158,brant,5,1
1159,brast,5,1
1160,brats,5,1
1161,brava,5,1
1162,bravi,5,1
1163,braws,5,1
1164,braxy,5,1
1165,brays,5,1
1166,braza,5,1
1167,braze,5,1
1168,bream,5,1
1169,brede,5,1
1170,breds,5,1
1171,breem,5,1
1172,breer,5,1
1173,brees,5,1
1174,breid,5,1
1175,breis,5,1
1176,breme,5,1
1177,brens,5,1
1178,brent,5,1
1179,brere,5,1
1180,brers,5,1
1181,breve,5,1
1182,brews,5,1
1183,breys,5,1
1184,brier,5,1
1185,bries,5,1
1186,brigs,5,1
1187,briki,5,1
1188,briks,5,1
1189,brill,5,1
1190,brims,5,1
1191,brins,5,1
1192,brios,5,1
1193,brise,5,1
1194,briss,5,1
1195,brith,5,1
1196,brits,5,1
1197,britt,5,1
1198,brize,5,1
1199,broch,5,1
1200,brock,5,1
1201,brods,5,1
1202,brogh,5,1
1203,brogs,5,1
1204,brome,5,1
1205,bromo,5,1
1206,bronc,5,1
1207,brond,5,1
1208,brool,5,1
1209,broos,5,1
1210,brose,5,1
1211,brosy,5,1
1212,brows,5,1
1213,brugh,5,1
1214,bruin,5,1
1215,bruit,5,1
1216,brule,5,1
1217,brume,5,1
1218,brung,5,1
1219,brusk,5,1
1220,brust,5,1
1221,bruts,5,1
1222,buats,5,1
1223,buaze,5,1
1224,bubal,5,1
1225,bubas,5,1
1226,bubba,5,1
1227,bubbe,5,1
1228,bubby,5,1
1229,bubus,5,1
1230,buchu,5,1
1231,bucko,5,1
1232,bucks,5,1
1233,bucku,5,1
1234,budas,5,1
1235,budis,5,1
1236,budos,5,1
1237,buffa,5,1
1238,buffe,5,1
1239,buffi,5,1
1240,buffo,5,1
1241,buffs,5,1
1242,buffy,5,1
1243,bufos,5,1
1244,bufty,5,1
1245,buhls,5,1
1246,buhrs,5,1
1247,buiks,5,1
1248,buist,5,1
1249,bukes,5,1
1250,bulbs,5,1
1251,bulgy,5,1
1252,bulks,5,1
1253,bulla,5,1
1254,bulls,5,1
1255,bulse,5,1
1256,bumbo,5,1
1257,bumfs,5,1
1258,bumph,5,1
1259,bumps,5,1
1260,bumpy,5,1
1261,bunas,5,1
1262,bunce,5,1
1263,bunco,5,1
1264,bunde,5,1
1265,bundh,5,1
1266,bunds,5,1
1267,bundt,5,1
1268,bundu,5,1
1269,bundy,5,1
1270,bungs,5,1
1271,bungy,5,1
1272,bunia,5,1
1273,bunje,5,1
1274,bunjy,5,1
1275,bunko,5,1
1276,bunks,5,1
1277,bunns,5,1
1278,bunts,5,1
1279,bunty,5,1
1280,bunya,5,1
1281,buoys,5,1
1282,buppy,5,1
1283,buran,5,1
1284,buras,5,1
1285,burbs,5,1
1286,burds,5,1
1287,buret,5,1
1288,burfi,5,1
1289,burgh,5,1
1290,burgs,5,1
1291,burin,5,1
1292,burka,5,1
1293,burke,5,1
1294,burks,5,1
1295,burls,5,1
1296,burns,5,1
1297,buroo,5,1
1298,burps,5,1
1299,burqa,5,1
1300,burro,5,1
1301,burrs,5,1
1302,burry,5,1
1303,bursa,5,1
1304,burse,5,1
1305,busby,5,1
1306,buses,5,1
1307,busks,5,1
1308,busky,5,1
1309,bussu,5,1
1310,busti,5,1
1311,busts,5,1
1312,busty,5,1
1313,buteo,5,1
1314,butes,5,1
1315,butle,5,1
1316,butoh,5,1
1317,butts,5,1
1318,butty,5,1
1319,butut,5,1
1320,butyl,5,1
1321,buzzy,5,1
1322,bwana,5,1
1323,bwazi,5,1
1324,byded,5,1
1325,bydes,5,1
1326,byked,5,1
1327,bykes,5,1
1328,byres,5,1
1329,byrls,5,1
1330,byssi,5,1
1331,bytes,5,1
1332,byway,5,1
1333,caaed,5,1
1334,cabas,5,1
1335,caber,5,1
1336,cabob,5,1
1337,caboc,5,1
1338,cabre,5,1
1339,cacas,5,1
1340,cacks,5,1
1341,cacky,5,1
1342,cadee,5,1
1343,cades,5,1
1344,cadge,5,1
1345,cadgy,5,1
1346,cadie,5,1
1347,cadis,5,1
1348,cadre,5,1
1349,caeca,5,1
1350,caese,5,1
1351,cafes,5,1
1352,caffs,5,1
1353,caged,5,1
1354,cager,5,1
1355,cages,5,1
1356,cagot,5,1
1357,cahow,5,1
1358,caids,5,1
1359,cains,5,1
1360,caird,5,1
1361,cajon,5,1
1362,cajun,5,1
1363,caked,5,1
1364,cakes,5,1
1365,cakey,5,1
1366,calfs,5,1
1367,calid,5,1
1368,calif,5,1
1369,calix,5,1
1370,calks,5,1
1371,calla,5,1
1372,calls,5,1
1373,calms,5,1
1374,calmy,5,1
1375,calos,5,1
1376,calpa,5,1
1377,calps,5,1
1378,calve,5,1
1379,calyx,5,1
1380,caman,5,1
1381,camas,5,1
1382,cames,5,1
1383,camis,5,1
1384,camos,5,1
1385,campi,5,1
1386,campo,5,1
1387,camps,5,1
1388,campy,5,1
1389,camus,5,1
1390,caned,5,1
1391,caneh,5,1
1392,caner,5,1
1393,canes,5,1
1394,cangs,5,1
1395,canid,5,1
1396,canna,5,1
1397,canns,5,1
1398,canso,5,1
1399,canst,5,1
1400,canto,5,1
1401,cants,5,1
1402,canty,5,1
1403,capas,5,1
1404,caped,5,1
1405,capes,5,1
1406,capex,5,1
1407,caphs,5,1
1408,capiz,5,1
1409,caple,5,1
1410,capon,5,1
1411,capos,5,1
1412,capot,5,1
1413,capri,5,1
1414,capul,5,1
1415,carap,5,1
1416,carbo,5,1
1417,carbs,5,1
1418,carby,5,1
1419,cardi,5,1
1420,cards,5,1
1421,cardy,5,1
1422,cared,5,1
1423,carer,5,1
